"label","id","mRNA","methy"
"XPO1","node_id_332",12.05840015411377,-0.4823000133037567
"SLC12A5","node_id_333",2.2802999019622803,-0.03420000150799751
"MAP3K5","node_id_334",8.64490032196045,-0.40700000524520874
"KCNMA1","node_id_335",10.764599800109863,-0.3646000027656555
"TRAPPC9","node_id_336",9.843199729919434,-0.14059999585151672
"MYBBP1A","node_id_337",8.997300148010254,-0.4758000075817108
"CORO1C","node_id_338",11.300999641418457,0.25099998712539673
"DLL1","node_id_339",5.895100116729736,-0.4738999903202057
"TTBK1","node_id_340",1.382699966430664,0.31040000915527344
"FGD5","node_id_341",8.794500350952148,0.4593999981880188
"PDE4DIP","node_id_342",10.708600044250488,0.3946000039577484
"OAS2","node_id_343",11.753199577331543,-0.005400000140070915
"SLC13A2","node_id_344",3.367799997329712,0.2734000086784363
"CAMKK1","node_id_345",6.639500141143799,-0.08550000190734863
"PTPN9","node_id_346",10.007699966430664,-0.0003000000142492354
"PPT2","node_id_347",8.323699951171875,-0.08910000324249268
"AS3MT","node_id_348",7.778800010681152,-0.41909998655319214
"SRRM2","node_id_349",13.714500427246094,-0.44279998540878296
"SIM1","node_id_350",3.0130999088287354,-0.044199999421834946
"FBXO21","node_id_351",10.53909969329834,0.07010000199079514
"SYNRG","node_id_352",10.865500450134277,-0.47679999470710754
"PPRC1","node_id_353",10.089099884033203,-0.43470001220703125
"ATXN1","node_id_354",10.99020004272461,0.31369999051094055
"GCC1","node_id_355",9.667799949645996,-0.4912000000476837
"IQSEC1","node_id_356",10.51710033416748,-0.1071000024676323
"DPP10","node_id_357",3.1236000061035156,-0.414000004529953
"EP400","node_id_358",10.604000091552734,0.40400001406669617
"PPM1L","node_id_359",5.329899787902832,0.23649999499320984
"MEF2D","node_id_360",10.400400161743164,0.13860000669956207
"SYNPO","node_id_361",10.350199699401855,0.1177000030875206
"SGIP1","node_id_362",8.320099830627441,0.241799995303154
"MIA3","node_id_363",11.546699523925781,-0.17329999804496765
"ARHGEF2","node_id_364",9.50570011138916,0.057500001043081284
"RGS22","node_id_365",6.77269983291626,0.2955000102519989
"ZNF507","node_id_366",9.53969955444336,-0.48730000853538513
"PRDM4","node_id_367",10.244799613952637,-0.07689999788999557
"IL4R","node_id_368",9.668999671936035,0.11089999973773956
"ANO10","node_id_369",9.378999710083008,-0.48429998755455017
"ZNF17","node_id_370",8.136199951171875,-0.487199991941452
"GABBR2","node_id_371",2.075500011444092,-0.4602999985218048
"SND1","node_id_372",11.403200149536133,0.27709999680519104
"WAC","node_id_373",11.776900291442871,-0.4832000136375427
"PCNT","node_id_374",10.376199722290039,0.4408000111579895
"CLIC5","node_id_375",6.402400016784668,0.27889999747276306
"EMILIN2","node_id_376",7.393799781799316,0.004900000058114529
"CASC4","node_id_377",12.17140007019043,-0.4163999855518341
"NPNT","node_id_378",13.692500114440918,-0.4284000098705292
"PPP1R15B","node_id_379",11.025799751281738,-0.46399998664855957
"ANAPC4","node_id_380",9.339500427246094,-0.48579999804496765
"CROCC","node_id_381",8.07040023803711,0.38609999418258667
"CDH11","node_id_382",12.867600440979004,0.13339999318122864
"CREM","node_id_383",8.900199890136719,0.319599986076355
"KIF3C","node_id_384",8.77869987487793,-0.37869998812675476
"ERGIC3","node_id_385",11.708600044250488,-0.482699990272522
"NID1","node_id_386",12.47130012512207,0.2996000051498413
"SNTG2","node_id_387",0.40220001339912415,-0.07180000096559525
"SLC35F1","node_id_388",3.1758999824523926,-0.47760000824928284
"UXS1","node_id_389",9.417499542236328,-0.4528000056743622
"ADAMTS2","node_id_390",9.700499534606934,0.257099986076355
"DLX5","node_id_391",5.60230016708374,0.05270000174641609
"CRB1","node_id_392",1.382699966430664,0.28679999709129333
"SYT10","node_id_393",0.40220001339912415,0.07079999893903732
"KCNH1","node_id_394",7.793499946594238,-0.46320000290870667
"MST1R","node_id_395",8.416899681091309,0.1704999953508377
"SLC41A1","node_id_396",8.724900245666504,-0.15629999339580536
"EPAS1","node_id_397",11.059200286865234,0.42500001192092896
"HMCN1","node_id_398",11.519700050354004,0.3544999957084656
"IGF1R","node_id_399",12.70829963684082,0.03869999945163727
"MAP2K1","node_id_400",9.845000267028809,-0.4832000136375427
"TAF4","node_id_401",8.983200073242188,0.39410001039505005
"RRAGD","node_id_402",7.494999885559082,-0.42750000953674316
"PRKG1","node_id_403",7.944300174713135,-0.45809999108314514
"UNC45B","node_id_404",1.5504000186920166,0.41019999980926514
"HRG","node_id_405",0.0,-9.999999747378752e-05
"MGAT3","node_id_406",4.198500156402588,0.29330000281333923
"CDK14","node_id_407",10.232099533081055,0.0560000017285347
"SEC63","node_id_408",11.068699836730957,-0.47040000557899475
"SARS","node_id_409",11.41819953918457,-0.17970000207424164
"COL18A1","node_id_410",11.883000373840332,0.010200000368058681
"CA14","node_id_411",4.4096999168396,-0.12839999794960022
"TESK2","node_id_412",7.6346001625061035,0.4415999948978424
"KCNQ2","node_id_413",0.0,-0.39899998903274536
"GXYLT1","node_id_414",9.492199897766113,-0.4851999878883362
"SYNGAP1","node_id_415",8.862799644470215,-0.05090000107884407
"NCL","node_id_416",13.433199882507324,0.36500000953674316
"ADAMTSL3","node_id_417",7.82859992980957,-0.1712999939918518
"VPS18","node_id_418",8.98960018157959,0.3605000078678131
"DPYSL3","node_id_419",13.19159984588623,0.38190001249313354
"HAP1","node_id_420",3.759000062942505,-0.4438999891281128
"EPHA2","node_id_421",7.1834001541137695,0.23420000076293945
"ASTN2","node_id_422",9.4443998336792,-0.4674000144004822
"PGM2","node_id_423",9.362899780273438,-0.4830999970436096
"ELFN2","node_id_424",2.37280011177063,-0.4763999879360199
"UBN2","node_id_425",10.42389965057373,-0.4837999939918518
"SLITRK5","node_id_426",1.382699966430664,-0.39250001311302185
"HIVEP2","node_id_427",9.882499694824219,0.3440000116825104
"LDB3","node_id_428",4.856500148773193,0.35910001397132874
"PHF2","node_id_429",10.34939956665039,0.29190000891685486
"NFATC1","node_id_430",8.253299713134766,-0.4885999858379364
"TNIP1","node_id_431",10.654600143432617,0.335999995470047
"SCRIB","node_id_432",9.381099700927734,0.45840001106262207
"ITPR3","node_id_433",10.758399963378906,0.12129999697208405
